ID(a),a.geneSymbol
29616,BIRC7
29655,TLE3
29664,PRKCI
29672,SF3B3
29673,SF3B2
29717,HLA-DQA1
29724,ENPEP
29749,PTPRB
29761,HLA-DPB1
29766,INPP5D
29767,LAT
29796,IFNGR2
29842,VPS35
29844,PTPN5
29905,CASP4
29907,CASP6
29925,NLRP1
29929,THBS1
29947,TRPV6
29948,TRPV5
29973,ALOX15
29978,ALOX12
29983,REG3A
30011,ALOX15B
30027,TRPM7
30053,KNG1
30105,AQP8
30126,CHN2
30142,FCGRT
30213,PEBP4
30240,ITGA1
30262,PPP3CB
30264,PPP3CC
30295,MDM4
30358,SLC2A5
30378,FOXP3
30399,AGER
30431,JAG1
30467,MAP2K7
30468,MAP2K4
30471,FTO
30476,GHRL
30522,FCGR2B
30523,CUL4A
30545,FCGR3B
30546,FCGR3A
30574,GJC2
30575,GJC1
30577,RICTOR
30597,LAMA4
30631,IPO8
30633,IPO9
30677,AKT1S1
30712,TSG101
30763,PTEN
30855,DNTT
30937,BCL2L11
30938,BCL2L10
30949,THOP1
30965,DDRGK1
30975,MAD1L1
30993,KMT2C
30999,DNER
31014,HTT
31030,GFAP
31091,PLEKHA6
31190,DNPEP
31196,RHBDF2
31206,VCAN
31212,SPECC1L
31280,RGS4
31297,APH1A
31300,LEPR
31330,CEACAM1
31335,PREP
31349,VAMP2
31400,TSPYL1
31413,HPGD
31435,GPR84
31448,NTSR1
31468,TNNT3
31469,TNNT2
31477,CAMKK2
31481,CACNG2
31484,HNF4A
31501,HNF1B
31517,SOST
31542,PIK3C2A
31545,FGFR1OP2
31562,BACH1
31583,PRSS2
31593,RNF112
31618,ERCC2
31622,PTHLH
31635,TRH
31643,TNFSF13
31653,IL6ST
31688,MOBP
31691,COL1A2
31699,TBXT
31723,KISS1
31756,EEF2
31770,COQ2
31786,PDYN
31798,COL4A6
31801,COL4A3
31822,MPHOSPH8
31847,TNFSF13B
31879,HMGCS2
31909,PTH1R
31923,GLI1
31927,RXFP3
31930,BARD1
31935,RNASEL
31950,GPR12
31958,ZNF134
31962,CALCA
32000,TRHR
32012,ATP5F1E
32015,LPAR3
32054,PTP4A3
32055,PTP4A1
32080,NTRK3
32104,TUBA3C
32118,OSM
32153,TFPI
32173,KLK7
32178,MT1H
32179,MC2R
32185,MC1R
32192,HAVCR2
32213,KLC1
32214,CDK3
32218,BAK1
32253,PZP
32266,MTF1
32285,ANKS1B
32299,MED12L
32338,KCNJ10
32346,PGP
32393,MSMB
32419,RASGRP3
32423,ATG16L1
32442,ROR1
32458,FSIP1
32462,FLCN
32485,CD47
32493,APOBEC3G
32494,CD36
32503,ZMAT4
32504,AMOT
32508,CD74
32528,VPS37A
32548,DRAM1
32630,DIAPH3
32652,RGS12
32655,KCNK5
32666,CRHR2
32680,NPEPPS
32708,APOA5
32747,MLLT3
32764,SPSB2
32765,NR2E1
32780,PSMC1
32786,PSMB4
32795,PSMD8
32798,PSMD6
32803,IL6R
32827,IPO11
32829,POLH
32830,POLL
32832,POLI
32842,NR2C2
32855,MUCL3
32878,KHK
32924,AGBL4
32934,GLP1R
32988,REV1
32989,SAMHD1
32990,KRAS
32996,EPOR
33025,PPP2R5D
33044,RAMP1
33064,MGAT4A
33073,NOS1AP
33085,TCF19
33095,SULT1A3
33096,SULT1A4
33110,DDX43
33121,PPP1R18
33129,CGB5
33136,TRPV4
33165,SLC9A5
33169,REG1A
33170,TSSK2
33174,MBP
33176,MAG
33207,MED19
33233,AQP9
33234,TRPC1
33235,AQP4
33239,AQP7
33241,AQP3
33243,NR1D1
33258,CSNK1G1
33262,FANCD2
33263,NTS
33314,CHURC1
33347,ARSB
33367,STK38L
33384,FAAH2
33388,AAK1
33457,CDK13
33464,GCG
33493,SENP2
33514,BCL2A1
33526,S100A9
33527,S100A8
33542,FUS
33568,WT1
33572,RPS6KA4
33576,TNKS
33579,CELF4
33638,GJC3
33640,EIF2AK4
33643,HCRTR1
33646,GJB1
33668,USP2
33670,USP5
33690,PIK3R5
33693,HSPA1L
33703,LRP1B
33705,C5AR1
33708,KDM5C
33711,GJA8
33713,HMBS
33717,VAC14
33720,KDM4D
33751,CXCR3
33866,ATP2A1
33869,ATP2A3
33870,ATP2A2
33884,INS
33900,AKAP13
33919,KMT2A
33937,RFC1
33986,TIRAP
34037,MITF
34040,PLCE1
34080,PASK
34107,PAK5
34118,RGS5
34124,DOK5
34132,SH2B1
34137,KIR2DL3
34207,CEL
34221,NCAM1
34255,GPR68
34272,BTC
34335,GALNT14
34338,MASP2
34363,CR1
34377,XRCC3
34445,PANX3
34462,SLFN11
34472,OASL
34479,TPSB2
34497,IL3RA
34524,CFHR4
34571,RARS1
34578,GREM2
34605,BMP5
34627,HOXA9
34636,ANKFN1
34678,CSPG4
34690,BRSK1
34707,IFNAR2
34756,CDS1
34758,BAP1
34762,BRS3
34774,KLC3
34775,MAFK
34815,GAS6
34901,EIF3A
34904,CDC5L
34907,FH
34909,EIF4H
34923,IL2RG
34950,NTF3
34961,PIM3
34962,PIM2
34996,DTNBP1
35010,ADGRB1
35024,CD1D
35025,CD1A
35058,PRKG1
35087,BRDT
35106,C3AR1
35130,DROSHA
35140,ANO2
35156,CATSPER2
35166,CCL4
35168,CCL3
35193,NR2F2
35199,NR2E3
35245,EHMT1
35357,ST6GAL1
35377,SFTPA1
35380,BDKRB1
35413,PSMF1
35425,ATRX
35432,BMP10
35436,PEAR1
35451,PMS2
35464,SELP
35475,RBL2
35522,IFNA1
35526,TNFRSF10A
35528,IFNB1
35562,MYOD1
35571,CSF2RB
35610,NEUROD1
35631,TP53AIP1
35632,ITGAM
35643,GCGR
35704,CDK12
35725,DOCK8
35733,SENP7
35738,GP6
35770,CD79B
35795,FCGR2A
35800,PLCG2
35802,PSCA
35804,TNFRSF17
35805,DEFA1
35840,HFE
35846,FCER2
35854,UBA1
35864,C5AR2
35886,COL5A1
36041,PAX2
36067,ADIPOQ
36085,IL15RA
36146,CEACAM3
36148,CEACAM5
36178,CDK11B
36193,TSHR
36197,CCK
36198,CD2
36199,CD5
36282,DES
36355,CASP14
36363,MAPK4
36378,THSD7B
36388,PURA
36419,PTH2R
36435,CALCB
36445,FZD5
36449,VWF
36486,CD247
36496,SIRT2
36537,TFF2
36539,CCND2
36544,MATK
36572,GRM7
36573,GRM4
36574,GRM3
36588,PCSK9
36589,NEU3
36615,MBL2
36666,CD28
36667,CD27
36678,CD38
36679,CD33
36682,CD3G
36685,CD3E
36686,CD3D
36703,PTPN22
36760,CRHR1
36764,CTSC
36765,HSF1
36776,COL26A1
36857,IL18
36862,IL37
36863,IL1A
36919,GLP2R
36925,LTF
36946,SYT1
36979,CASP5
36996,NLRP3
37024,TRPM5
37034,TNFRSF11A
37043,TNFRSF13B
37051,TRPC3
37127,EPHA10
37145,HERC2
37175,CDK20
37183,INVS
37192,LY96
37222,GJB2
37247,COL6A2
37248,GJA3
37302,CNGA2
37331,CACNA1E
37344,PRTN3
37347,MYL3
37358,TLR2
37399,PRKAR2B
37473,PRF1
37501,PTGES
37504,CGA
37505,SGPL1
37512,TSHB
37568,ZEB1
37576,CSF3
37613,MS4A1
37658,IGFBP1
37747,TAC1
37750,NPPC
37791,CD274
37792,PRPS1
37795,DSG1
37802,BRSK2
37803,CD244
37843,CUX2
37846,CDSN
37850,TFF3
37913,PIP
37918,CORO7
37945,IL2RA
37951,PIGM
37957,MYT1L
37979,CD14
37982,CD37
37983,CD34
37988,CD69
37989,CD52
37991,CD84
37992,CD86
37993,CD80
37994,IDH2
38000,CD70
38007,IL12A
38023,OGG1
38060,CCR9
38077,GRB14
38100,PSMA6
38119,NFATC2
38123,CTLA4
38131,FGF21
38154,HLA-DQB1
38172,ENTPD2
38173,ENTPD1
38188,SH2D1A
38195,INHBE
38207,FBP2
38222,PTPRM
38258,PMEL
38281,PPP1R1B
38282,TRPM2
38321,MEN1
38329,GCKR
38339,CLCN3
38349,ITGB7
38356,AKR1C4
38362,CLCA1
38368,PECAM1
38388,FAM177A1
38400,CSF3R
38457,CXCL12
38465,GJB7
38475,PRKACG
38491,GNA13
38542,XPNPEP3
38544,MADCAM1
38566,TLR3
38567,KMT2E
38572,MYCN
38576,DPYSL3
38638,SLC26A8
38666,NALCN
38705,CSF1
38740,TNC
38742,CLC
38745,COL15A1
38749,SLAMF7
38766,CRH
38780,UCP1
38782,CPA2
38793,CORT
38802,GATA4
38813,COL4A4
38818,PROX1
38829,LIFR
38868,MYH14
38923,STAT4
38932,STAB2
38988,NFE2
38990,COL11A2
39008,OXER1
39012,PRL
39017,IL2RB
39041,CRHBP
39050,CRYGD
39065,SAA1
39083,CPT1B
39084,PDE9A
39117,CCR6
39120,KCNK4
39171,CCL11
39174,CCL17
39178,CCL21
39230,SETD4
39265,CISH
39274,PAPOLA
39296,ME3
39305,CRTC1
39306,CRTC2
39311,PMCH
39317,IFNA2
39326,CSF2RA
39331,MRGPRX2
39387,UGT2B10
39411,GHRH
39413,ESYT2
39417,GHSR
39434,CXCL10
39458,GJD2
39463,PRKAG3
39482,COL5A3
39491,ECE1
39499,CNGA1
39539,FCN2
39563,SLC5A3
39685,IL5RA
39741,CYP2F1
39766,DCT
39770,TNFSF12
39805,NOX1
39807,PANX2
39808,IGFBP5
39844,COP1
39848,DAOA
39972,SCG5
40027,PCSK1
40066,RASGRP1
40074,NCF4
40075,CBX1
40147,CTAG1B
40162,SLIT1
40169,CTSZ
40189,IL23A
40212,HLA-DRB5
40213,HLA-DRB4
40215,HLA-DRB3
40216,HLA-DRB1
40226,IL21
40237,SORCS2
40341,STING1
40391,NR1D2
40417,CX3CL1
40429,SELPLG
40464,COL18A1
40466,ATP10A
40477,CYP7A1
40479,TYRP1
40483,GP1BA
40496,LAMA2
40497,HSD11B2
40518,KDM6A
40525,PTK7
40547,CHST3
40567,ATAD5
40645,FUT2
40665,IVL
40668,UQCRB
40705,PAPLN
40710,CACNG4
40740,MAPK12
40808,VIP
40857,DNASE1L3
40871,LPAR1
40885,CD276
40898,GRAMD1B
40993,IL17A
41020,HOMER1
41024,KCNK12
41058,GPR183
41076,KCNJ4
41077,KCNJ2
41188,DSCAM
41246,MUC5AC
41307,DPYS
41309,GDA
41313,DPP6
41318,MEGF11
41349,DEFA5
41361,HGF
41392,GRP
41470,CH25H
41476,GRID2
41512,SPG7
41528,F2RL3
41541,ERAP1
41545,ITPA
41560,MCHR1
41564,ERCC1
41590,NRG3
41627,ETFDH
41644,KISS1R
41650,F11
41661,MLC1
41666,NPY5R
41680,NPPA
41701,EPO
41710,AOPEP
41717,OXT
41768,TEAD1
41794,PGC
41821,IL17B
41860,IL12B
41887,CYP4F11
41905,GPC3
41921,PSMC2
41927,FOLH1
41984,ITIH3
42000,THPO
42040,CHIA
42045,NR1I3
42055,IL11RA
42091,CMTM8
42092,PSMD13
42102,RPTOR
42180,L3MBTL1
42210,KRT20
42226,TNRC6A
42241,SH2D5
42299,CLEC4C
42311,NRP2
42312,NRP1
42319,SLAMF1
42330,LIPE
42398,GALNT2
42481,KLKB1
42484,GRM8
42494,PGF
42511,ST14
42574,KLB
42578,FGF23
42582,FGF18
42589,DLL4
42606,GPR143
42645,FPR2
42679,TNFRSF11B
42681,IL10RA
42709,ITGB6
42761,FOXC2
42783,FGF6
42784,FGF3
42792,HPN
42795,GJA4
42991,B4GALNT1
43178,ACKR1
43180,MAP3K13
43181,GRM6
43185,GALC
43197,SUFU
43210,IGF2
43215,ZBTB22
43217,HAMP
43224,OPLAH
43305,P2RX2
43323,GDNF
43342,GDF2
43437,TRPC6
43438,TRPC5
43453,GALR1
43468,GUCY2D
43502,GCK
43506,PREX2
43580,GJB6
43581,GJB5
43599,GJA5
43604,GIPR
43657,MYL2
43778,GNB3
43837,SLC1A2
43842,EPM2A
43843,GPR17
43906,GRM2
43909,S1PR2
43911,GRPR
43919,PARD3B
43920,CYB5R2
43991,NT5C3A
44023,FFAR2
44066,MRGPRX1
44069,GALR2
44078,UTS2R
44079,COL22A1
44081,RCE1
44088,GNRH1
44147,DCBLD1
44167,CHST1
44214,RGS8
44278,GUCA2B
44279,GUCA2A
44320,CASP12
44362,CD200
44434,HR
44438,TXNRD2
44445,HAS3
44461,CERKL
44464,HIF1AN
44496,KIR2DS1
44497,KIR2DS2
44498,KIR2DS4
44518,POLG
44519,HDAC10
44520,NT5C1A
44585,PPP1R1A
44611,NPFFR2
44625,KLRD1
44626,KLRC1
44639,GYPA
44655,KIR3DL2
44658,HCRTR2
44741,KIR2DL1
44742,KIR2DL2
44765,HASPIN
44770,GPR83
44809,CYP26B1
44815,IBSP
44861,IAPP
44886,HSD17B3
44917,METTL21A
45073,SGK2
45075,GPR139
45114,TSSK1B
45129,TRPM3
45164,STK32B
45204,DYRK4
45276,RGL4
45282,LVRN
45301,TNFRSF4
45330,IL17RA
45359,CRLF2
45393,RXFP2
45474,NOTCH4
45482,IL31RA
45495,APOBEC3F
45511,XIRP2
45538,IL21R
45539,IL23R
45559,IL1RL2
45568,IL22
45569,IL13
45616,IFNL3
45634,IL10RB
45722,IL7
45723,IL9
45725,IGH
45742,TLR5
45751,ILKAP
45811,ANGPTL3
45817,KIF6
45820,PRRT2
45868,KLK1
45882,ALG10
45884,KCNJ13
45905,KCNIP1
45967,THBS2
45976,TRPC7
45977,TRPC4
46029,SPOPL
46092,RAPGEF4
46105,TPCN1
46155,RABGAP1L
46158,GPNMB
46184,FZD8
46199,CD248
46232,COL24A1
46330,UMOD
46331,SEMA3C
46343,LPO
46356,LTA
46357,LTB
46377,LAG3
46380,MUC16
46389,SLC9A3
46397,USP9Y
46401,UNC13D
46441,EGFL7
46490,VSIR
46493,LNPEP
46611,UST
46704,PTH
46728,NECTIN4
46782,PSMA8
46790,SGSH
46817,PTPRD
46891,ERICH3
46984,DOT1L
47043,PLA2G10
47097,NFIB
47141,TPSAB1
47205,NKX6-1
47211,TRPM4
47250,NMBR
47264,PIK3R6
47291,MYH6
47292,MYH7
47298,MYL7
47392,ORM2
47402,NPY4R
47451,STAG2
47456,P2RY11
47512,KCNK16
47535,P2RY4
47536,P2RX3
47537,P2RX1
47591,PNOC
47666,OPCML
47681,PAX4
47727,PIK3C2G
47728,PHEX
47764,PDCD1LG2
47798,PDGFC
47857,PIGF
47910,POLK
47942,CEP72
47964,FARP2
47998,GJD4
48074,MCHR2
48121,PKN3
48200,PLA2G5
48201,CSNK2A3
48202,PLIN1
48223,NAPEPLD
48226,CEP43
48270,LGR5
48401,MIEF2
48417,PPY
48446,ZNF385D
48455,DLL3
48459,TMPRSS15
48461,LST1
48468,PORCN
48484,THBS4
48580,TAC3
48626,ABCB5
48726,RLN2
48741,DDO
48761,SLC6A12
48770,RXFP1
48849,RHD
48870,TIGIT
48873,PLA2G3
48933,RPE65
48951,PVALB
48994,TK2
49005,GALNT18
49144,ZNF804A
49334,IFNLR1
49346,PLCD3
49461,HSPB6
49620,SLC18A3
49721,STX1B
49778,MCOLN3
49788,SV2C
49825,TACR2
49864,NMUR2
50017,SLC22A9
50164,GJD3
50171,THRSP
50178,PKD2L1
50319,CYP26C1
50468,TMEM167A
50585,MDGA2
50618,ENOSF1
50625,SLC25A31
50627,APOBEC3A
50710,ADGRL3
50769,GPR119
50810,HYKK
50830,DDHD1
50851,TNFSF4
50856,TRPV2
50876,TNFRSF13C
50908,FBXL17
50958,CYP7B1
50972,TNFRSF18
50985,WNT5B
51000,TPBG
51001,COL6A5
51004,KDM4C
51036,RFPL4B
51347,WNT7A
51358,XPNPEP2
51412,RTKN2
51471,STAG3
51514,TET2
51618,SLC14A2
51715,CLDN18
51725,PDF
51867,E2F7
51948,NPFFR1
52063,HTR3B
52101,NMUR1
52299,PLEKHH2
52321,LRRC15
52377,P2RY14
52392,SLC30A8
52493,RGMA
52509,GPA33
52569,MSLN
52587,FGF22
52605,DHRS9
52688,ZNF211
52818,UGT2A1
52830,HPSE
52847,ZACN
52965,CACNG5
52971,ICOS
53030,NTNG1
53087,LAMB4
53168,RCSD1
53235,ZSCAN25
53246,TPSD1
53291,IL17F
53987,IL17C
54004,KCNK13
54201,SULT1C4
54455,GLCCI1
54481,TAS2R16
54568,ZNF565
54569,TPCN2
54600,FAM178B
54603,P2RY13
54686,DYNC2H1
54691,PGA3
54713,UGT1A5
54851,SPTLC3
54899,IL25
54943,LTB4R2
54973,CPA6
54988,LPAR5
55110,CACNG6
55111,CACNG7
55157,KCNT1
55228,SLC39A8
55247,GALNT17
55306,KCNK17
55353,ARHGEF28
55563,KCNU1
55683,GJA9
55708,ATAT1
55739,GJA10
55763,ZIC4
55856,LRMDA
55863,GJB4
55892,COL27A1
55960,GALP
55966,CACNA2D4
56037,RSPO3
56297,OR52E2
56302,OR52J3
56374,PSMB11
56401,SLC26A9
56783,COL6A6
56903,OTOS
57073,HTR3C
57163,GPBAR1
57186,PSORS1C1
57407,METAP1D
57563,TAS2R31
57577,HTR3D
57610,CADM2
57616,GPRC6A
58009,COL28A1
58033,MSANTD1
58064,SLC6A19
58225,PRSS53
58339,HTR3E
58363,KCNT2
58399,CATSPER3
58487,TAAR6
58515,FFAR4
58588,MYO1H
59550,CATSPER4
59905,ARMS2
59990,KDM4E
61453,SULT1C3
64057,NPIPB8
64762,PRB2
67397,GJE1
76499,IFNL4
